id,HomeTeam,AwayTeam,Unnamed: 0,HTP,ATP,HM1_D,HM1_L,HM1_M,HM1_W,HM2_D,HM2_L,HM2_M,HM2_W,HM3_D,HM3_L,HM3_M,HM3_W,AM1_D,AM1_L,AM1_M,AM1_W,AM2_D,AM2_L,AM2_M,AM2_W,AM3_D,AM3_L,AM3_M,AM3_W,HTGD,ATGD,DiffFormPts
136,Southampton,Aston Villa,136,-0.394255794,0.658832157,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.706965142,0.494458803,-0.357142857
137,Tottenham,Liverpool,137,0.009944334,0.931909383,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-0.295001257,0.803724004,-0.428571429
138,Coventry,Ipswich,138,-0.798455921,0.522293545,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-1.530892911,0.494458803,-0.5
139,Charlton,Sunderland,139,0.144677711,-0.023860907,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.089019314,-0.3302484,-0.142857143
140,Coventry,Aston Villa,140,-0.897260398,0.586011563,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.524026848,0.460096003,-0.666666667
141,Derby,Man United,141,-1.023011548,1.860371951,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.947277409,2.480628653,-0.666666667
142,Everton,Chelsea,142,-0.017002341,-0.178604669,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.274403063,0.460096003,0.133333333
143,Man City,Ipswich,143,-0.520006945,0.713447603,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.947277409,0.556311844,-0.6
144,Middlesbrough,Bradford,144,-1.023011548,-1.452965055,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.658902689,-1.656652486,-0.066666667
145,Southampton,West Ham,145,-0.142753493,-0.051168629,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.466652875,0.267664322,-0.2
146,Tottenham,Leicester,146,0.23449996,0.96831968,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,-0.178278156,0.556311844,-0.066666667
147,Leeds,Arsenal,147,0.486002263,1.223191758,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.206221469,1.037391046,-0.133333333
148,Newcastle,Liverpool,148,0.23449996,0.713447603,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.110096564,0.652527685,-0.333333333
149,Arsenal,Southampton,149,1.240509168,-0.178604669,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1.071345627,-0.502062401,0.2
150,Aston Villa,Newcastle,150,0.548877838,0.402822258,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.464557156,0.159421502,0.0625
151,Bradford,Coventry,151,-1.337389425,-0.911361891,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-1.51801904,-1.464220806,0.0625
152,Ipswich,Derby,152,0.90255295,-1.150304463,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0.644791355,-1.193613755,0.4375
153,Leicester,Leeds,153,0.784661246,0.283350972,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.284322956,-0.020983199,0.1875
154,Liverpool,Charlton,154,0.548877838,0.163879686,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.554674256,-0.020983199,0
155,Man United,Tottenham,155,1.963578285,0.402822258,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,2.627367551,0.069219151,0.375
156,West Ham,Middlesbrough,156,0.195202726,-1.030833177,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0.374440056,-0.652399652,0.75
157,Chelsea,Man City,157,-0.27636409,-0.672419318,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.374440056,-1.013209054,0.25
158,Sunderland,Everton,158,0.430986134,0.163879686,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.076145443,-0.2013879,0.0625
159,Arsenal,Newcastle,159,1.020444654,0.402822258,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.915142655,0.159421502,0
160,Bradford,Tottenham,160,-1.05999718,0.241184635,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-1.343085847,-0.105879528,-0.294117647
161,Charlton,Man United,161,0.049571798,2.040281653,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.240476625,2.610803026,-0.529411765
162,Chelsea,Derby,162,-0.061385101,-0.883251,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.438052126,-1.039739157,-0.235294118
163,Man City,Everton,163,-0.727126487,0.016297509,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-1.003821471,-0.360568519,-0.529411765
164,Southampton,Leeds,164,-0.394255794,0.128741072,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,-0.579741001,-0.105879528,0.176470588
165,Sunderland,Middlesbrough,165,0.604356287,-1.108138126,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.09878775,-0.700153837,0.529411765
166,West Ham,Aston Villa,166,0.382442491,0.466071762,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.438052126,0.40349845,0.411764706
167,Coventry,Leicester,167,-0.949040283,0.915846017,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-1.427901941,0.40349845,-0.529411765
168,Liverpool,Ipswich,168,0.715313184,0.69095889,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.777316503,0.488394779,-0.176470588
169,Aston Villa,Man City,169,0.493399388,-0.770807436,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.438052126,-1.039739157,0.352941176
170,Derby,Coventry,170,-0.918218923,-0.752066843,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-1.187589674,-1.303861072,0.166666667
171,Everton,West Ham,171,-0.079877916,0.309900147,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,-0.706965142,0.379916137,-0.222222222
172,Ipswich,Southampton,172,0.863255716,-0.221083348,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0.574700278,-0.502062401,0.277777778
173,Leeds,Sunderland,173,0.339292587,0.734686942,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.094075746,0.139376535,-0.388888889
174,Leicester,Charlton,174,0.758463089,-0.00868995,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.334388011,-0.261522801,0.166666667
175,Middlesbrough,Chelsea,175,-1.127804174,0.097506749,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.706965142,0.620455737,-0.333333333
176,Newcastle,Bradford,176,0.23449996,-1.070656938,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,-0.22634061,-1.303861072,0
177,Man United,Liverpool,177,1.911181972,0.522293545,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2.497198407,0.620455737,0.388888889
178,Tottenham,Arsenal,178,0.23449996,1.265670437,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,-0.066132433,1.261894674,0
179,Coventry,Southampton,179,-0.708633672,-0.221083348,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-1.267693763,-0.502062401,-0.166666667
180,Charlton,Everton,180,-0.09642412,-0.131654548,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-0.365468764,-0.704622066,-0.157894737
181,Chelsea,Bradford,181,0.002853104,-1.137728539,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.545188246,-1.312301058,0.052631579
182,Derby,Newcastle,182,-0.692087467,0.371382447,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,-1.04846152,-0.172902947,0.105263158
183,Leeds,Aston Villa,183,0.201407553,0.572597243,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.013971657,0.434776046,-0.052631579
184,Leicester,West Ham,184,0.896348123,0.270775048,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0.469300161,0.358816172,-0.105263158
185,Liverpool,Arsenal,185,0.697793674,1.176241638,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0.696964414,1.194374786,-0.052631579
186,Man United,Ipswich,186,1.690565918,0.97502684,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,2.290614178,0.662655668,-0.105263158
187,Sunderland,Man City,187,0.598516449,-0.534084145,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.013971657,-0.552702318,0.421052632
188,Tottenham,Middlesbrough,188,0.201407553,-0.936513741,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.061916428,-0.628662192,0.210526316
189,Arsenal,Leicester,189,1.194179796,0.874419441,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1.228181001,0.434776046,-0.105263158
190,Aston Villa,Man United,190,0.454564475,1.764794922,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.374440056,2.288196972,-0.2
191,Bradford,Sunderland,191,-1.148762699,0.713447603,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-1.427901941,0.051178681,-0.35
192,Everton,Coventry,192,-0.205629067,-0.815784862,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.706965142,-1.247735165,-0.05
193,Ipswich,Chelsea,193,0.831817927,0.139985429,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0.518627416,0.700635604,0
194,Man City,Derby,194,-0.58288252,-0.529053775,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,-0.562777782,-0.886925763,-0.25
195,Middlesbrough,Liverpool,195,-0.86582261,0.809024632,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.562777782,0.917121245,-0.2
196,Newcastle,Leeds,196,0.265937748,0.0444084,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.274403063,-0.093145079,0.2
197,West Ham,Charlton,197,0.171624385,0.0444084,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.302346376,-0.30963072,0.2
198,Southampton,Tottenham,198,-0.299942431,0.139985429,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,-0.562777782,-0.093145079,-0.1
199,Arsenal,Sunderland,199,1.020444654,0.713447603,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0.879095815,0.051178681,-0.25
200,Ipswich,Tottenham,200,0.773433464,0.021651964,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0.494596189,-0.22716,0.19047619
201,Man City,Charlton,201,-0.573900295,-0.069373779,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-0.535313523,-0.639513603,0.047619048
202,Middlesbrough,Coventry,202,-0.663722546,-0.615528229,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,-0.466652875,-1.120592804,0
203,Newcastle,Man United,203,0.414144463,1.842166802,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,-0.192010286,2.246961611,-0.142857143
204,Southampton,Derby,204,-0.124789042,-0.524502488,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-0.397992229,-0.845690402,-0.142857143
205,Charlton,Arsenal,205,-0.034966792,1.113960868,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-0.603974171,1.147352007,-0.285714286
206,Chelsea,Aston Villa,206,0.144677711,0.29472919,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.700578131,0.253919202,0.238095238
207,Coventry,Man City,207,-0.573900295,-0.615528229,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-1.084598703,-0.570788002,0.095238095
208,Derby,Everton,208,-0.484078045,-0.342451003,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-0.809956113,-0.776964803,0.428571429
209,Leeds,Middlesbrough,209,0.054855459,-0.706553972,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-0.054688991,-0.502062401,-0.142857143
210,Leicester,Bradford,210,0.72035668,-1.041694203,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0.079511365,-1.464220806,0.090909091
211,Liverpool,Southampton,211,0.8060961,0.000964295,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0.865987873,-0.348991746,-0.045454545
212,Man United,West Ham,212,1.749229732,0.174740712,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2.176782052,0.438228767,0.136363636
213,Sunderland,Ipswich,213,0.8060961,0.869846378,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0.276130493,0.635033896,0
214,Tottenham,Newcastle,214,-0.051298109,0.348517128,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-0.379266598,-0.217788327,-0.181818182
215,Arsenal,Chelsea,215,1.063314365,0.261628921,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1.128146709,0.700635604,-0.090909091
216,Aston Villa,Liverpool,216,0.205920153,0.782958169,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.079511365,0.831839023,-0.227272727
217,Bradford,Man United,217,-0.994431741,1.738728459,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-1.427901941,2.143873211,-0.181818182
218,Everton,Tottenham,218,-0.394255794,-0.085923912,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.77250485,-0.414593456,-0.090909091
219,Man City,Leeds,219,-0.651474056,0.174740712,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-0.706965142,0.175821929,-0.090909091
220,Middlesbrough,Derby,220,-0.640290655,-0.433476746,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,-0.424859438,-0.773976732,-0.043478261
221,Newcastle,Coventry,221,0.261837167,-0.599697666,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,-0.299479125,-1.024974578,0.043478261
222,Southampton,Charlton,222,-0.066209314,0.231406935,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,-0.362169281,-0.334730504,-0.086956522
223,West Ham,Sunderland,223,0.097813927,0.896290615,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0.327422438,0.418263029,-0.260869565
224,Ipswich,Leicester,224,0.753906888,0.563848774,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.452802751,-0.08373266,0.043478261
225,Chelsea,Ipswich,225,0.261837167,0.730069694,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0.703563378,0.418263029,0.043478261
226,Coventry,Everton,226,-0.558279035,-0.433476746,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,-0.989070846,-0.773976732,0.173913043
227,Derby,Man City,227,-0.394255794,-0.682808126,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.73831022,-0.711227273,0.304347826
228,Leeds,Newcastle,228,0.097813927,0.231406935,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.076661813,-0.334730504,-0.130434783
229,Leicester,Arsenal,229,0.589883647,0.896290615,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-0.0487185,0.98300818,0.043478261
230,Liverpool,Middlesbrough,230,0.863255716,-0.51312427,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0.975220722,-0.2013879,0.041666667
231,Man United,Aston Villa,231,1.884983815,-0.035239125,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.296938185,-0.141252999,0.541666667
232,Tottenham,Southampton,232,0.077311022,-0.114886648,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.22634061,-0.381792601,-0.125
233,Sunderland,Bradford,233,1.020444654,-1.070656938,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.554674256,-1.524355707,0.375
234,Charlton,West Ham,234,0.23449996,0.0444084,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,-0.286418676,0.279691302,0.25
235,Aston Villa,Leeds,235,-0.001283448,0.203703447,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-0.106184476,0.099286601,-0.291666667
236,Arsenal,Bradford,236,0.863255716,-1.070656938,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.975220722,-1.524355707,0.041666667
237,Charlton,Derby,237,0.23449996,-0.51312427,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,-0.286418676,-0.983141604,0.125
238,Chelsea,Newcastle,238,0.3916889,0.362998497,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0.855064588,-0.2013879,0.166666667
239,Everton,Middlesbrough,239,-0.237066856,-0.51312427,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,-0.586809009,-0.2013879,-0.208333333
240,Leeds,Coventry,240,0.360251111,-0.739323238,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.186996488,-1.175573285,0.2
241,Man City,Liverpool,241,-0.696058556,0.789909226,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-0.851152502,0.902688869,-0.2
242,Southampton,Leicester,242,-0.092453032,0.40760111,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.332078007,-0.136442208,0.28
243,Sunderland,Man United,243,0.963856636,1.936833574,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.533046152,2.288196972,-0.08
244,West Ham,Tottenham,244,0.058448349,0.025292994,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.302346376,-0.251901216,0
245,Bradford,Aston Villa,245,-1.073312009,0.101754617,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-1.543251828,0.036746305,0.04
246,Coventry,Arsenal,246,-0.696058556,0.789909226,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,-1.139527221,0.902688869,-0.04
247,Derby,Sunderland,247,-0.469706484,0.942832472,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,-0.908827446,0.498582339,-0.24
248,Ipswich,Leeds,248,0.737504564,0.331139487,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.36002132,0.152205314,-0.12
249,Leicester,Chelsea,249,0.435701802,0.484062733,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,-0.101378231,0.902688869,-0.4
250,Liverpool,West Ham,250,0.911621542,-0.065872788,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1.067648516,0.090035079,0.346153846
251,Man United,Everton,251,1.999852655,-0.359955955,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2.287695406,-0.631583725,0.307692308
252,Middlesbrough,Man City,252,-0.466804534,-0.727559912,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,-0.152398373,-0.85362028,0.153846154
253,Tottenham,Charlton,253,0.041036652,0.301731171,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,-0.207855051,-0.243019754,-0.192307692
254,Everton,Leeds,254,-0.321707054,0.448772754,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.596051788,0.201053356,-0.269230769
255,Arsenal,Ipswich,255,0.911621542,0.595814335,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1.012191839,0.256562494,0
256,Aston Villa,Middlesbrough,256,0.113585392,-0.506997536,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.069428333,-0.187510615,-0.115384615
257,Chelsea,Man United,257,0.403780356,1.992709376,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.845821809,2.254891489,-0.115384615
258,Everton,Leicester,258,-0.321707054,0.522293545,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,-0.596051788,-0.076492337,0.038461538
259,Leeds,Derby,259,0.476329098,-0.580518329,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.235798364,-0.964638558,0.307692308
260,Man City,Tottenham,260,-0.673702795,-0.00868995,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-0.787069231,-0.234796178,-0.111111111
261,Southampton,Bradford,261,0.16463821,-1.212252537,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.146236521,-1.731487029,0.259259259
262,Sunderland,Liverpool,262,0.723532215,0.840883642,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.387790737,0.994628451,-0.074074074
263,Charlton,Newcastle,263,0.30436171,0.274501247,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.199639246,-0.288249422,0.111111111
264,West Ham,Coventry,264,-0.044947042,-0.858263541,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.120777108,-1.196954583,0.074074074
265,Bradford,West Ham,265,-1.162735048,-0.079487749,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-1.694915569,0.08592329,-0.074074074
266,Coventry,Charlton,266,-0.813426296,0.274501247,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,-1.160888312,-0.234796178,-0.296296296
267,Derby,Aston Villa,267,-0.394255794,-0.00868995,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-0.840471957,-0.020983199,0.111111111
268,Ipswich,Everton,268,0.513946962,-0.362678946,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.22758256,-0.60896889,-0.111111111
269,Leicester,Sunderland,269,0.444085211,0.699288044,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.092833795,0.353189514,-0.111111111
270,Middlesbrough,Southampton,270,-0.461622482,0.249216319,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.1405148,-0.124071599,-0.142857143
271,Newcastle,Man City,271,0.212044397,-0.774823279,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,-0.295001257,-0.845690402,0.107142857
272,Tottenham,Leeds,272,0.144677711,0.385754933,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-0.1405148,0.185193602,-0.142857143
273,Man United,Arsenal,273,1.963578285,1.068447997,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2.176782052,1.009900806,0.071428571
274,Arsenal,West Ham,274,1.087811342,0.0444084,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1.043881368,0.133649402,0.178571429
275,Coventry,Chelsea,275,-0.798455921,0.317485626,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,-1.118929027,0.752179805,-0.25
276,Derby,Tottenham,276,-0.394255794,0.112677707,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,-0.809956113,-0.1756158,-0.071428571
277,Everton,Newcastle,277,-0.19215573,0.180947012,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.500983199,-0.3302484,0.071428571
278,Leeds,Man United,278,0.414144463,1.95594898,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0.219953599,2.143873211,-0.071428571
279,Leicester,Liverpool,279,0.548877838,0.727101464,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.013971657,0.855268205,0.035714286
280,Man City,Southampton,280,-0.58938689,0.357505563,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.731825031,-0.070750014,-0.24137931
281,Middlesbrough,Charlton,281,-0.524343191,0.357505563,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,-0.18490746,-0.120516827,-0.172413793
